drug	total_sample_count	training_sample_count	testing_sample_count	type	pp	model	RMSE	Rsquare	COR
KIN001-042	643	450	193	mo	scale+nzv+pca	glm	0.017533001716169175	0.07570351914477443	0.2751427250442476
KIN001-135	235	164	71	panel	scale+nzv	glm	0.015544827312198192	NA	NA
KIN001-135	235	164	71	panel	scale+nzv+pca	glm	0.01550226278190719	0.024757590438678683	0.1573454493739132
KIN001-135	235	164	71	mo	scale+nzv	glm	0.01509572483383086	0.07865049959581843	0.2804469639625618
KIN001-135	235	164	71	mo	scale+nzv+pca	glm	0.015401290097401103	0.041479331026752046	0.2036647515569448
KIN001-206	617	432	185	panel	scale+nzv	glm	0.192711664542682	0.039586560501122005	0.19896371654430364
KIN001-206	617	432	185	panel	scale+nzv+pca	glm	0.1957562968312972	0.005532430436439804	0.0743803094672226
KIN001-206	617	432	185	mo	scale+nzv	glm	0.18515351662500507	0.10573415125753945	0.32516788165121635
KIN001-206	617	432	185	mo	scale+nzv+pca	glm	0.1939726921596387	0.02415137527783394	0.15540712750010516
KIN001-236	641	449	192	panel	scale+nzv	glm	0.030931508592279843	0.10482928762891079	0.32377351285877415
KIN001-236	641	449	192	panel	scale+nzv+pca	glm	0.03123368050605114	0.10495772084065168	0.3239717901926828
KIN001-236	641	449	192	mo	scale+nzv	glm	0.02943444931720889	0.2180252917188606	0.4669317848667625
KIN001-236	641	449	192	mo	scale+nzv+pca	glm	0.02992590669552947	0.1829831395882624	0.427765285627834
KIN001-244	641	449	192	panel	scale+nzv	glm	0.09308246151762746	0.04270407386787066	0.20664964037682393
KIN001-244	641	449	192	panel	scale+nzv+pca	glm	0.09139600402625805	0.0467055879340925	0.2161147564006042
KIN001-244	641	449	192	mo	scale+nzv	glm	0.08896763417975927	0.10388223332747187	0.32230766873822886
KIN001-244	641	449	192	mo	scale+nzv+pca	glm	0.0880007344961543	0.1146374381341678	0.3385815088485604
KIN001-260, BAYER IKKB INHIBITOR	640	448	192	panel	scale+nzv	glm	0.06032788567271284	0.07121374837762268	0.26685904215076295
KIN001-260, BAYER IKKB INHIBITOR	640	448	192	panel	scale+nzv+pca	glm	0.061822378717827926	0.03621238738549452	0.1902955264463527
KIN001-260, BAYER IKKB INHIBITOR	640	448	192	mo	scale+nzv	glm	0.05447695923283676	0.2580529872509935	0.5079891605644686
KIN001-260, BAYER IKKB INHIBITOR	640	448	192	mo	scale+nzv+pca	glm	0.05815175811098699	0.14207511707901335	0.3769285304656751
KIN001-266	640	448	192	panel	scale+nzv	glm	0.06634480035910585	NA	NA
KIN001-266	640	448	192	panel	scale+nzv+pca	glm	0.0658686723790384	0.017397930180104652	0.13190121371732957
KIN001-266	640	448	192	mo	scale+nzv	glm	0.06547435902210565	0.026574515184181344	0.1630169168650338
KIN001-266	640	448	192	mo	scale+nzv+pca	glm	0.06571642834798767	0.019882839844659717	0.14100652412090625
KIN001-270	641	449	192	panel	scale+nzv	glm	0.03700313066808201	0.06759015596229036	0.2599810684690144
KIN001-270	641	449	192	panel	scale+nzv+pca	glm	0.03720750304363717	0.04029849948935529	0.20074486167609693
KIN001-270	641	449	192	mo	scale+nzv	glm	0.03608552088725289	0.12516087444576815	0.3537808282620303
KIN001-270	641	449	192	mo	scale+nzv+pca	glm	0.03677761229232603	0.07388413461957018	0.2718163619423418
KOBE2602	636	445	191	panel	scale+nzv	glm	0.03479954800411899	0.001765500439281851	0.04201785857563247
KOBE2602	636	445	191	panel	scale+nzv+pca	glm	0.03442850356375992	0.03950448441441419	0.19875735059215846
KOBE2602	636	445	191	mo	scale+nzv	glm	0.03470773062339874	0.009592857483923894	0.09794313392945875
KOBE2602	636	445	191	mo	scale+nzv+pca	glm	0.03393746084714443	0.058932583310146745	0.24276034130423105
KRAS (G12C) INHIBITOR-12, GTPL8020	532	372	160	panel	scale+nzv	glm	0.07102423027354467	0.04627980660196208	0.2151274194563819
KRAS (G12C) INHIBITOR-12, GTPL8020	532	372	160	panel	scale+nzv+pca	glm	0.07226943111878992	0.00850000700621785	0.09219548256947219
KRAS (G12C) INHIBITOR-12, GTPL8020	532	372	160	mo	scale+nzv	glm	0.06935751881357065	0.09406462706378645	0.30669957134594505
KRAS (G12C) INHIBITOR-12, GTPL8020	532	372	160	mo	scale+nzv+pca	glm	0.07162589081960116	0.02611377118804454	0.1615975593505191
KU-55933	659	461	198	panel	scale+nzv	glm	0.03208354389801632	NA	NA
KU-55933	659	461	198	panel	scale+nzv+pca	glm	0.03207732940672064	1.2553772754665514e-4	0.011204361987487513
KU-55933	659	461	198	mo	scale+nzv	glm	0.03208354389801632	NA	NA
KU-55933	659	461	198	mo	scale+nzv+pca	glm	0.03205981891548944	6.156902323542594e-4	0.024813106060190437
KU-57788	654	458	196	panel	scale+nzv	glm	0.04216828283836015	NA	NA
KU-57788	654	458	196	panel	scale+nzv+pca	glm	0.04216828283836015	NA	NA
KU-57788	654	458	196	mo	scale+nzv	glm	0.04216828283836015	NA	NA
KU-57788	654	458	196	mo	scale+nzv+pca	glm	0.04229621230841895	0.004013803907689045	-0.06335458868692184
LAPATINIB	606	424	182	panel	scale+nzv	glm	0.08865472621336905	0.07140417392058603	0.2672155944562106
LAPATINIB	606	424	182	panel	scale+nzv+pca	glm	0.08967497278064551	0.040375623325017214	0.20093686402703018
LAPATINIB	606	424	182	mo	scale+nzv	glm	0.08103401006665036	0.21752562320887056	0.4663964228088275
LAPATINIB	606	424	182	mo	scale+nzv+pca	glm	0.0867399665659683	0.10915871799966183	0.330391764424693
LCL-161	668	468	200	panel	scale+nzv	glm	0.10676219908039628	NA	NA
LCL-161	668	468	200	panel	scale+nzv+pca	glm	0.10676219908039628	NA	NA
LCL-161	668	468	200	mo	scale+nzv	glm	0.10641284528296303	0.011623173972595569	0.10781082493235811
LCL-161	668	468	200	mo	scale+nzv+pca	glm	0.1067642894772306	1.2128938971480555e-4	0.011013146222347434
LDN-193189	636	445	191	panel	scale+nzv	glm	0.08865783888210282	0.04289084445838064	0.2071010489070025
LDN-193189	636	445	191	panel	scale+nzv+pca	glm	0.08961749623709259	0.02223603254451722	0.14911751253463565
LDN-193189	636	445	191	mo	scale+nzv	glm	0.08656049594469015	0.09045954658626604	0.30076493576590013
LDN-193189	636	445	191	mo	scale+nzv+pca	glm	0.0866784186364061	0.08761870171161767	0.29600456366687605
LEFLUNOMIDE	535	374	161	panel	scale+nzv	glm	0.05210254123950393	0.004736238994489843	0.06882033852350512
LEFLUNOMIDE	535	374	161	panel	scale+nzv+pca	glm	0.05206336457451663	1.1949966881343117e-4	0.010931590406406158
LEFLUNOMIDE	535	374	161	mo	scale+nzv	glm	0.04923239551874924	0.1805213350837234	0.42487802377120354
LEFLUNOMIDE	535	374	161	mo	scale+nzv+pca	glm	0.050330026803394885	0.062451824870313685	0.24990363116672332
LENALIDOMIDE	658	461	197	panel	scale+nzv	glm	0.02437874255070959	NA	NA
LENALIDOMIDE	658	461	197	panel	scale+nzv+pca	glm	0.024362406934174536	0.0017007601965303755	0.041240273962843355
LENALIDOMIDE	658	461	197	mo	scale+nzv	glm	0.02437874255070959	NA	NA
LENALIDOMIDE	658	461	197	mo	scale+nzv+pca	glm	0.02435243065995966	0.0032157653506458784	0.05670771861612737
LESTAURTINIB	656	459	197	panel	scale+nzv	glm	0.15577729672964374	0.13032379740724312	0.3610038745044755
LESTAURTINIB	656	459	197	panel	scale+nzv+pca	glm	0.15438328333438311	0.14669685754355596	0.3830102577523949
LESTAURTINIB	656	459	197	mo	scale+nzv	glm	0.1509525315810872	0.18116440152969307	0.42563411697101194
LESTAURTINIB	656	459	197	mo	scale+nzv+pca	glm	0.15354453519073083	0.15336346098896086	0.3916164718049547
LFM-A13	615	430	185	panel	scale+nzv	glm	0.027397439048531036	0.00944994116597665	0.09721080786608376
LFM-A13	615	430	185	panel	scale+nzv+pca	glm	0.027414858722769456	0.022620443815659037	0.1504009435331409
LFM-A13	615	430	185	mo	scale+nzv	glm	0.02715121410478689	0.0282281518714396	0.16801235630583722
LFM-A13	615	430	185	mo	scale+nzv+pca	glm	0.027400901316794665	0.035876685686732274	0.18941141910331666
LGK-974	670	469	201	panel	scale+nzv	glm	0.01969271119499105	NA	NA
LGK-974	670	469	201	panel	scale+nzv+pca	glm	0.019630827039737748	0.025008632125282447	0.15814117782943962
LGK-974	670	469	201	mo	scale+nzv	glm	0.01969271119499105	NA	NA
LGK-974	670	469	201	mo	scale+nzv+pca	glm	0.019469407092435696	0.04237971894161652	0.2058633501661151
LIMK1 INHIBITOR BMS4	643	450	193	panel	scale+nzv	glm	0.03246731687088659	0.03259983156821264	0.1805542344233794
LIMK1 INHIBITOR BMS4	643	450	193	panel	scale+nzv+pca	glm	0.03288407094928796	NA	NA
LIMK1 INHIBITOR BMS4	643	450	193	mo	scale+nzv	glm	0.03232283331459427	0.035810550318618524	0.18923675731373787
LIMK1 INHIBITOR BMS4	643	450	193	mo	scale+nzv+pca	glm	0.03279672175519299	0.004633537411071408	0.06807009189850861
LINIFANIB	640	448	192	panel	scale+nzv	glm	0.06887177683685938	NA	NA
LINIFANIB	640	448	192	panel	scale+nzv+pca	glm	0.06785921243807849	0.038154193588554784	0.19533098471198773
LINIFANIB	640	448	192	mo	scale+nzv	glm	0.06626278793615649	0.07458023904164136	0.27309382827453527
LINIFANIB	640	448	192	mo	scale+nzv+pca	glm	0.06792368817502256	0.02751970194438617	0.16589063247931202
LINSITINIB	662	463	199	panel	scale+nzv	glm	0.0915720885429329	0.00722395885824657	0.08499387541609436
LINSITINIB	662	463	199	panel	scale+nzv+pca	glm	0.09162825341899801	0.006489992500966675	0.0805604897016315
LINSITINIB	662	463	199	mo	scale+nzv	glm	0.09191403213732496	NA	NA
LINSITINIB	662	463	199	mo	scale+nzv+pca	glm	0.0915552846259956	0.008002013000129815	0.0894539714050182
LJI308	546	382	164	panel	scale+nzv	glm	0.013000742472790264	NA	NA
LJI308	546	382	164	panel	scale+nzv+pca	glm	0.012975391233684843	0.015611504284538029	0.12494600547651785
LJI308	546	382	164	mo	scale+nzv	glm	0.01269474482877094	0.04535202901055073	0.21296015827039275
LJI308	546	382	164	mo	scale+nzv+pca	glm	0.01288999783089916	0.02468982758955927	0.15712997037344362
LY2109761	532	372	160	panel	scale+nzv	glm	0.01823028754489933	0.005667819954135411	0.0752849251453132
LY2109761	532	372	160	panel	scale+nzv+pca	glm	0.018293208486291013	1.2376294246199275e-4	0.011124879435840765
LY2109761	532	372	160	mo	scale+nzv	glm	0.018053796810327954	0.0251674126495804	0.15864240495397314
LY2109761	532	372	160	mo	scale+nzv+pca	glm	0.018149764968699206	0.01473574128427652	0.1213908616176544
MASITINIB	639	447	192	panel	scale+nzv	glm	0.08980719781983079	0.09419343777357837	0.3069094944337473
MASITINIB	639	447	192	panel	scale+nzv+pca	glm	0.09280617370015731	0.03407369106744304	0.18459060395221377
MASITINIB	639	447	192	mo	scale+nzv	glm	0.08638235505232426	0.16501261734963268	0.4062174508186874
MASITINIB	639	447	192	mo	scale+nzv+pca	glm	0.0892204025140434	0.10115207665925346	0.31804414262685843
METAP2 INHIBITOR, A832234	634	444	190	panel	scale+nzv	glm	0.03428652373975146	0.026293377710922786	0.1621523287249455
METAP2 INHIBITOR, A832234	634	444	190	panel	scale+nzv+pca	glm	0.03422229256918472	0.035670147900883936	0.18886542272444667
METAP2 INHIBITOR, A832234	634	444	190	mo	scale+nzv	glm	0.03421034358229569	0.031908659626559685	0.1786299516502193
METAP2 INHIBITOR, A832234	634	444	190	mo	scale+nzv+pca	glm	0.03427048308644109	0.047822888170344705	0.2186844488534672
METHOTREXATE	658	461	197	panel	scale+nzv	glm	0.1259751790787425	0.042670776339852584	0.20656905949307264
METHOTREXATE	658	461	197	panel	scale+nzv+pca	glm	0.1273016232567978	0.026502064993008546	0.16279454841304897
METHOTREXATE	658	461	197	mo	scale+nzv	glm	0.10749427707030444	0.315179780758273	0.5614087465993677
METHOTREXATE	658	461	197	mo	scale+nzv+pca	glm	0.11637738764797888	0.18277599932785454	0.42752309800507216
MG-132	234	164	70	panel	scale+nzv	glm	0.10846016507062997	0.03465760319255741	0.18616552632686162
MG-132	234	164	70	panel	scale+nzv+pca	glm	0.1073980541507805	0.022815055442116372	0.15104653402880971
MG-132	234	164	70	mo	scale+nzv	glm	0.10796625055776256	0.011122900112296297	0.10546516065647601
MG-132	234	164	70	mo	scale+nzv+pca	glm	0.10590918973837854	0.04738310558419431	0.21767660780201972
MIDOSTAURIN	621	435	186	panel	scale+nzv	glm	0.09159542301659637	0.005293828489598401	0.07275870043918048
MIDOSTAURIN	621	435	186	panel	scale+nzv+pca	glm	0.0911473601689411	0.02304332946839884	0.15180029469140974
MIDOSTAURIN	621	435	186	mo	scale+nzv	glm	0.08970556837862131	0.048618344838384495	0.22049567986331273
MIDOSTAURIN	621	435	186	mo	scale+nzv+pca	glm	0.0903013382502002	0.03549419079654899	0.18839902015814464
MIM1, MIM 1, MIM-1	552	386	166	panel	scale+nzv	glm	0.041280506380830535	NA	NA
MIM1, MIM 1, MIM-1	552	386	166	panel	scale+nzv+pca	glm	0.04118438810582342	0.016564540869878568	0.12870330559033272
MIM1, MIM 1, MIM-1	552	386	166	mo	scale+nzv	glm	0.041280506380830535	NA	NA
MIM1, MIM 1, MIM-1	552	386	166	mo	scale+nzv+pca	glm	0.041043157949028276	0.01809842357508741	0.1345303816061168
MIM1	630	441	189	panel	scale+nzv	glm	0.08261893448255954	0.05991101320011486	0.24476726333420257
MIM1	630	441	189	panel	scale+nzv+pca	glm	0.082371485766606	0.05872686578958124	0.24233626593966748
MIM1	630	441	189	mo	scale+nzv	glm	0.08003531591835672	0.11591027604382474	0.34045598253493026
MIM1	630	441	189	mo	scale+nzv+pca	glm	0.08089251262548044	0.10491145250205598	0.3239003743468908
MIRA-1	551	386	165	panel	scale+nzv	glm	0.016582091907283755	0.029471643723179456	0.1716730722133773
MIRA-1	551	386	165	panel	scale+nzv+pca	glm	0.016741819110294192	0.017630810218858498	0.1327810612205615
MIRA-1	551	386	165	mo	scale+nzv	glm	0.01653860393537832	0.04175877786650729	0.20434964611299744
MIRA-1	551	386	165	mo	scale+nzv+pca	glm	0.0167017780982541	0.03156401135726246	0.17766263354251635
MIRIN	655	458	197	panel	scale+nzv	glm	0.09663311530222263	0.037429526165371714	0.19346711908066372
MIRIN	655	458	197	panel	scale+nzv+pca	glm	0.09697698878824423	0.023790575774601117	0.15424193909116002
MIRIN	655	458	197	mo	scale+nzv	glm	0.09337103108584635	0.10133086869432882	0.3183250990643509
MIRIN	655	458	197	mo	scale+nzv+pca	glm	0.09540635605893773	0.059475989540850246	0.24387699674395338
MITOMYCIN-C	613	429	184	panel	scale+nzv	glm	0.2050178979221787	0.021860244878951933	0.14785210474982063
MITOMYCIN-C	613	429	184	panel	scale+nzv+pca	glm	0.20717906338383624	2.0995274364420596e-4	0.014489746155271526
MITOMYCIN-C	613	429	184	mo	scale+nzv	glm	0.2013295637293301	0.06582608931231157	0.2565659550920807
MITOMYCIN-C	613	429	184	mo	scale+nzv+pca	glm	0.2022465826587082	0.06872194630128949	0.2621487102796607
MITOXANTRONE	532	372	160	panel	scale+nzv	glm	0.16634000597010948	0.1352517929726219	0.36776594863122103
MITOXANTRONE	532	372	160	panel	scale+nzv+pca	glm	0.17251649297237118	0.09342691099100715	0.3056581603540255
MITOXANTRONE	532	372	160	mo	scale+nzv	glm	0.15160312741047008	0.2827545751391988	0.531746720854204
MITOXANTRONE	532	372	160	mo	scale+nzv+pca	glm	0.16112700764143142	0.19356169853751676	0.43995647345790556
MK-1775	566	396	170	panel	scale+nzv	glm	0.10624885872671418	0.1942400494504956	0.4407267287679471
MK-1775	566	396	170	panel	scale+nzv+pca	glm	0.1096638369269054	0.14625132562978505	0.3824281966981319
MK-1775	566	396	170	mo	scale+nzv	glm	0.1024452477225133	0.2502888001453096	0.500288716787926
MK-1775	566	396	170	mo	scale+nzv+pca	glm	0.10592669954071748	0.21175540895428385	0.4601688917715797
MK-2206	661	463	198	panel	scale+nzv	glm	0.11268170098313121	0.010228424032193182	0.10113567141317242
MK-2206	661	463	198	panel	scale+nzv+pca	glm	0.1127340784115333	0.019687220898857993	0.1403111574282601
MK-2206	661	463	198	mo	scale+nzv	glm	0.11146535368660557	0.0336344660118383	0.1833970174562234
MK-2206	661	463	198	mo	scale+nzv+pca	glm	0.11236466736030278	0.019548633296087112	0.1398164271324622
MK-8776, SCH900776	549	384	165	panel	scale+nzv	glm	0.0840957839438421	0.152456414662573	0.3904566745012473
MK-8776, SCH900776	549	384	165	panel	scale+nzv+pca	glm	0.08716030893720243	0.09172306398044283	0.30285815818703454
MK-8776, SCH900776	549	384	165	mo	scale+nzv	glm	0.08234111399323027	0.19027295377926698	0.4362028814431044
MK-8776, SCH900776	549	384	165	mo	scale+nzv+pca	glm	0.08753766895727275	0.07991157888918879	0.2826863613427234
ML323, GTPL7898, AOB2313,	532	372	160	panel	scale+nzv	glm	0.03249392535510699	0.0010976303419103855	-0.03313050470352641
ML323, GTPL7898, AOB2313,	532	372	160	panel	scale+nzv+pca	glm	0.03249074552801291	0.007507643232772284	-0.08664665736641133
ML323, GTPL7898, AOB2313,	532	372	160	mo	scale+nzv	glm	0.03235008320376598	2.6100424660659377e-4	0.0161556258500435
ML323, GTPL7898, AOB2313,	532	372	160	mo	scale+nzv+pca	glm	0.03244663686676906	6.300624960875065e-4	-0.025101045717011602
MN-64	532	372	160	panel	scale+nzv	glm	0.021093168822063264	0.0035952649097288803	0.059960527930705214
MN-64	532	372	160	panel	scale+nzv+pca	glm	0.02098539199449796	0.004183606651203551	0.06468080589482131
MN-64	532	372	160	mo	scale+nzv	glm	0.02084802191273884	0.017211232159470884	0.1311915857037748
MN-64	532	372	160	mo	scale+nzv+pca	glm	0.02078362403178876	0.017080227041425516	0.1306913426414524
MOTESANIB	654	458	196	panel	scale+nzv	glm	0.07142218970229512	NA	NA
MOTESANIB	654	458	196	panel	scale+nzv+pca	glm	0.07142208475861883	3.719523908360767e-5	0.006098789968805916
MOTESANIB	654	458	196	mo	scale+nzv	glm	0.07159028255342376	0.0033743274591563712	-0.058088961594750264
MOTESANIB	654	458	196	mo	scale+nzv+pca	glm	0.07139585788723105	7.812125584112849e-4	0.02795017993522197
MPS-1-IN-1	640	448	192	panel	scale+nzv	glm	0.0826100006116012	0.04328409037721109	0.20804828857073324
MPS-1-IN-1	640	448	192	panel	scale+nzv+pca	glm	0.08379196990057543	0.011993000336671417	0.10951255789484335
MPS-1-IN-1	640	448	192	mo	scale+nzv	glm	0.07959267086013985	0.10009823183535695	0.31638304606182194
MPS-1-IN-1	640	448	192	mo	scale+nzv+pca	glm	0.08238515188287417	0.039517771867432265	0.19879077410038995
NAVITOCLAX	665	465	200	panel	scale+nzv	glm	0.15883681118633397	0.2251153926328962	0.4744632679490544
NAVITOCLAX	665	465	200	panel	scale+nzv+pca	glm	0.16424104971451434	0.20449304101498517	0.45220906781596626
NAVITOCLAX	665	465	200	mo	scale+nzv	glm	0.14739405674999226	0.3407813045757084	0.5837647681863889
NAVITOCLAX	665	465	200	mo	scale+nzv+pca	glm	0.15534546221102738	0.3111103356916974	0.5577726559196833
NELARABINE	531	372	159	panel	scale+nzv	glm	0.022767333346705613	0.04847013194528588	0.22015933308693927
NELARABINE	531	372	159	panel	scale+nzv+pca	glm	0.02256215972502509	0.05545250455929587	0.23548355475339647
NELARABINE	531	372	159	mo	scale+nzv	glm	0.020971192742224615	0.18054794713669592	0.4249093399028738
NELARABINE	531	372	159	mo	scale+nzv+pca	glm	0.021312728971230932	0.16938859204982518	0.4115684536621158
NG-25	641	449	192	panel	scale+nzv	glm	0.1388342246573163	0.09512234057524468	0.30841909891452035
NG-25	641	449	192	panel	scale+nzv+pca	glm	0.13810241601612117	0.077682261048661	0.2787153764123196
NG-25	641	449	192	mo	scale+nzv	glm	0.12759207302931563	0.21852123499822856	0.4674625493001857
NG-25	641	449	192	mo	scale+nzv+pca	glm	0.13156969996811724	0.15503498296442167	0.3937448196032827
NILOTINIB	668	468	200	panel	scale+nzv	glm	0.12345251848787683	NA	NA
NILOTINIB	668	468	200	panel	scale+nzv+pca	glm	0.11639840604193818	0.22176536087830492	0.47091969684682433
NILOTINIB	668	468	200	mo	scale+nzv	glm	0.10722623322570983	0.3052945084805976	0.552534621974585
NILOTINIB	668	468	200	mo	scale+nzv+pca	glm	0.11470790058578244	0.2792589141012795	0.528449537894849
NINTEDANIB	643	450	193	panel	scale+nzv	glm	0.15230084123074153	0.0687228152365821	0.26215036760718474
NINTEDANIB	643	450	193	panel	scale+nzv+pca	glm	0.1507062216741959	0.10263645606118714	0.32036924955617563
NINTEDANIB	643	450	193	mo	scale+nzv	glm	0.1476582084998047	0.12025665558751134	0.34678041407713805
NINTEDANIB	643	450	193	mo	scale+nzv+pca	glm	0.15102822847468297	0.11984724595512684	0.34618960983126984
NIRAPARIB	535	374	161	panel	scale+nzv	glm	0.0552282981071252	0.11728769849827744	0.3424729164449029
NIRAPARIB	535	374	161	panel	scale+nzv+pca	glm	0.05619458783756752	0.08460567564290665	0.29087054791248057
NIRAPARIB	535	374	161	mo	scale+nzv	glm	0.052999427954476465	0.1920050044996404	0.43818375654471764
NIRAPARIB	535	374	161	mo	scale+nzv+pca	glm	0.05458024535922277	0.15470254620752905	0.393322445593344
NPK76-II-72-1	640	448	192	panel	scale+nzv	glm	0.12631813532278174	0.07866121167578852	0.2804660615400525
NPK76-II-72-1	640	448	192	panel	scale+nzv+pca	glm	0.1230544392800566	0.09172766959980795	0.3028657616829739
NPK76-II-72-1	640	448	192	mo	scale+nzv	glm	0.1106583064124173	0.2724328776423424	0.5219510299274659
NPK76-II-72-1	640	448	192	mo	scale+nzv+pca	glm	0.11496114204747268	0.20470762540814869	0.4524462679790261
NSC-207895, XI-006	636	445	191	panel	scale+nzv	glm	0.08829534989250017	0.02074478658788188	0.1440305057544473
NSC-207895, XI-006	636	445	191	panel	scale+nzv+pca	glm	0.08960981743716358	0.003992588930404126	0.0631869363903974
NSC-207895, XI-006	636	445	191	mo	scale+nzv	glm	0.08706164645128575	0.06629510567502354	0.25747835962469456
NSC-207895, XI-006	636	445	191	mo	scale+nzv+pca	glm	0.08836828831722551	0.012391812235464917	0.11131851703766502
NSC-319726	613	429	184	panel	scale+nzv	glm	0.26743167516357724	0.10844868021444022	0.32931547217590645
NSC-319726	613	429	184	panel	scale+nzv+pca	glm	0.2748664793601445	0.06757369916601454	0.2599494165525565
NSC-319726	613	429	184	mo	scale+nzv	glm	0.25386636326804973	0.20354847676779986	0.4511634701167636
NSC-319726	613	429	184	mo	scale+nzv+pca	glm	0.2657109296837482	0.11868690947756012	0.34450966528903093
NSC-87877	619	433	186	panel	scale+nzv	glm	0.03122519750982234	0.006336304735109513	0.07960090913494339
NSC-87877	619	433	186	panel	scale+nzv+pca	glm	0.031238831575978985	NA	NA
NSC-87877	619	433	186	mo	scale+nzv	glm	0.031238831575978985	NA	NA
NSC-87877	619	433	186	mo	scale+nzv+pca	glm	0.031065011104630343	0.019207732392644807	0.13859196366544782
NUTLIN-3A (-)	667	467	200	panel	scale+nzv	glm	0.07213294325974685	0.18275396503631686	0.4274973275195026
NUTLIN-3A (-)	667	467	200	panel	scale+nzv+pca	glm	0.07462754649296495	0.0994202157886168	0.31530971407271424
NUTLIN-3A (-)	667	467	200	mo	scale+nzv	glm	0.07207716691640939	0.18673479380816516	0.4321282145476793
NUTLIN-3A (-)	667	467	200	mo	scale+nzv+pca	glm	0.07514279686767238	0.0853606145189035	0.2921653889818291
NVP-ADW742	552	386	166	panel	scale+nzv	glm	0.0749447498256571	0.023008153883747575	0.1516843890575018
NVP-ADW742	552	386	166	panel	scale+nzv+pca	glm	0.07480622650129945	0.013699398120585064	0.11704442797752085
NVP-ADW742	552	386	166	mo	scale+nzv	glm	0.07485607746905945	0.026488756806379576	0.1627536691026644
NVP-ADW742	552	386	166	mo	scale+nzv+pca	glm	0.07372018592687261	0.04621542789651449	0.21497773814168408
NVP-BEZ235	664	465	199	panel	scale+nzv	glm	0.14406006302627514	0.04191230748308247	0.2047249556919783
NVP-BEZ235	664	465	199	panel	scale+nzv+pca	glm	0.14277876584163632	0.04556591534013212	0.21346174209945004
NVP-BEZ235	664	465	199	mo	scale+nzv	glm	0.1407325349170889	0.0742732949849885	0.2725312734072706
NVP-BEZ235	664	465	199	mo	scale+nzv+pca	glm	0.1426864269672747	0.049118474817611876	0.2216268819832375
NVP-BHG712	641	449	192	panel	scale+nzv	glm	0.13482558262525352	0.09647119546029188	0.31059812533286785
NVP-BHG712	641	449	192	panel	scale+nzv+pca	glm	0.13273125180816442	0.09085820897212807	0.3014269546210625
NVP-BHG712	641	449	192	mo	scale+nzv	glm	0.12467952586984624	0.19024589580026668	0.43617186498015514
NVP-BHG712	641	449	192	mo	scale+nzv+pca	glm	0.12867871245543952	0.1387087896560781	0.37243628939199536
NVP-TAE684	240	168	72	panel	scale+nzv	glm	0.15867368160922127	0.052500701192108146	0.22913031486930782
NVP-TAE684	240	168	72	panel	scale+nzv+pca	glm	0.16114018042970046	0.004540720582218268	0.06738486908956838
NVP-TAE684	240	168	72	mo	scale+nzv	glm	0.15833629739071875	0.061441022198306584	0.24787299610547855
NVP-TAE684	240	168	72	mo	scale+nzv+pca	glm	0.16139341073664837	0.0023771834378399554	0.04875636817729511
OBATOCLAX	657	460	197	panel	scale+nzv	glm	0.25259292021056284	0.011802158930070628	0.10863774173863625
OBATOCLAX	657	460	197	panel	scale+nzv+pca	glm	0.2513633569259119	0.016026595708377903	0.12659619152398663
OBATOCLAX	657	460	197	mo	scale+nzv	glm	0.2433387386153966	0.096320105590313565	0.31035480597263765
OBATOCLAX	657	460	197	mo	scale+nzv+pca	glm	0.24668783558076474	0.050953336455218365	0.2257284573447007
OF-1	532	372	160	panel	scale+nzv	glm	0.0431335453571692	0.025691105316416465	0.16028445126217472
OF-1	532	372	160	panel	scale+nzv+pca	glm	0.04343691345350176	0.0056059344380388985	0.07487278836826433
OF-1	532	372	160	mo	scale+nzv	glm	0.04280804366916885	0.05587147886022077	0.23637148487121024
OF-1	532	372	160	mo	scale+nzv+pca	glm	0.04321537348288688	0.017422078291092647	0.13199272059887487
OLAPARIB	669	468	201	panel	scale+nzv	glm	0.033946761552085807	0.015988150394584063	0.12644425805304116
OLAPARIB	669	468	201	panel	scale+nzv+pca	glm	0.03441201784035196	3.45962189377694e-5	-0.005881855059228287
OLAPARIB	669	468	201	mo	scale+nzv	glm	0.033872720021309595	0.019685042442096796	0.140303394264347
OLAPARIB	669	468	201	mo	scale+nzv+pca	glm	0.034373934866951505	7.243065661801438e-5	0.008510620225225326
OSI-027	643	450	193	panel	scale+nzv	glm	0.25931205778128397	0.09471547842484203	0.3077587991022223
OSI-027	643	450	193	panel	scale+nzv+pca	glm	0.26018154007460276	0.08437161488502672	0.29046792402092647
OSI-027	643	450	193	mo	scale+nzv	glm	0.2534425257258649	0.13219512599637331	0.36358647664121574
OSI-027	643	450	193	mo	scale+nzv+pca	glm	0.25518288836787373	0.11746806403480307	0.3427361434614142
OSI-930	639	447	192	panel	scale+nzv	glm	0.08731704162085675	0.05848496562246906	0.2418366507013961
OSI-930	639	447	192	panel	scale+nzv+pca	glm	0.087477821679512	0.05935595934426135	0.24363078488619075
OSI-930	639	447	192	mo	scale+nzv	glm	0.08607591226523677	0.1467436675389742	0.3830713608963403
OSI-930	639	447	192	mo	scale+nzv+pca	glm	0.08607058425526101	0.11836412404673022	0.34404087554639523
OSIMERTINIB	552	386	166	panel	scale+nzv	glm	0.07316592018706353	0.1239059485618227	0.3520027678326162
OSIMERTINIB	552	386	166	panel	scale+nzv+pca	glm	0.0748635229069678	0.07493873213373556	0.2737493965906328
