drug	total_sample_count	training_sample_count	testing_sample_count	type	pp	model	RMSE	Rsquare	COR	run
lka136	115	80	35	panel	scale+nzv+pca	glm	0.15537535388558651	0.14382035651058026	0.3792365442709606	iter_16
lka136	115	80	35	mo	scale+nzv	glm	0.21050997545113107	0.03267147775644065	-0.18075253181197948	iter_16
lka136	115	80	35	mo	scale+nzv+pca	glm	0.1603777674518322	0.0712976607866473	0.2670162182090206	iter_16
llm871	63	44	19	panel	scale+nzv	glm	0.2870814925288833	NA	NA	iter_16
llm871	63	44	19	panel	scale+nzv+pca	glm	0.2851123223872859	0.09254751429955735	-0.30421622951374133	iter_16
llm871	63	44	19	mo	scale+nzv	glm	0.30009540285544045	0.019502569071642148	-0.13965159888680884	iter_16
llm871	63	44	19	mo	scale+nzv+pca	glm	0.27867906412792526	0.005032237508262529	0.07093826547261026	iter_16
bgj398	63	44	19	panel	scale+nzv	glm	0.22271366378126836	6.972920398861129e-4	0.026406287885390345	iter_17
bgj398	63	44	19	panel	scale+nzv+pca	glm	0.21436210246963405	0.13901438402052224	0.37284632762107534	iter_17
bgj398	63	44	19	mo	scale+nzv	glm	0.2540345969778398	0.21251060001092825	-0.4609887200473871	iter_17
bgj398	63	44	19	mo	scale+nzv+pca	glm	0.2501720845684484	0.10645598081875603	-0.3262759274276238	iter_17
binimetinib	173	121	52	panel	scale+nzv	glm	0.17345729705521903	0.005008475503715677	0.07077058360445869	iter_17
binimetinib	173	121	52	panel	scale+nzv+pca	glm	0.1701215079528969	0.002127615476518257	-0.046126082388582026	iter_17
binimetinib	173	121	52	mo	scale+nzv	glm	0.15986067746960084	0.108418831645852	0.32927014994659326	iter_17
binimetinib	173	121	52	mo	scale+nzv+pca	glm	0.16655943846657284	0.029901908353356436	0.17292168271606784	iter_17
bkm120	170	119	51	panel	scale+nzv	glm	0.18947859475237475	NA	NA	iter_17
bkm120	170	119	51	panel	scale+nzv+pca	glm	0.18947859475237475	NA	NA	iter_17
bkm120	170	119	51	mo	scale+nzv	glm	0.18082560047618176	0.10486854524701336	0.32383413230697805	iter_17
bkm120	170	119	51	mo	scale+nzv+pca	glm	0.18666415006225334	0.051624588383714407	0.22721044954780228	iter_17
byl719	141	99	42	panel	scale+nzv	glm	0.13344372275701666	6.508526590221107e-4	-0.025511814106842945	iter_17
byl719	141	99	42	panel	scale+nzv+pca	glm	0.1302670248155477	0.028124175364303946	0.16770263970583155	iter_17
byl719	141	99	42	mo	scale+nzv	glm	0.12715498111165424	0.04439297273650818	0.21069639943888024	iter_17
byl719	141	99	42	mo	scale+nzv+pca	glm	0.1244050839220359	0.0353505978940607	0.1880175467717327	iter_17
byl719-ljm716	134	94	40	panel	scale+nzv	glm	0.26384403914378857	0.056679690724327395	0.23807496870592548	iter_17
byl719-ljm716	134	94	40	panel	scale+nzv+pca	glm	0.2634630697506359	0.0931257168677725	0.3051650649530062	iter_17
byl719-ljm716	134	94	40	mo	scale+nzv	glm	0.26384403914378857	0.056679690724327395	0.23807496870592548	iter_17
byl719-ljm716	134	94	40	mo	scale+nzv+pca	glm	0.2574716624667641	0.3092838713959445	0.5561329619757711	iter_17
cgm097	132	92	40	panel	scale+nzv	glm	0.1861689726595192	NA	NA	iter_17
cgm097	132	92	40	panel	scale+nzv+pca	glm	0.1861689726595192	NA	NA	iter_17
cgm097	132	92	40	mo	scale+nzv	glm	0.1861689726595192	NA	NA	iter_17
cgm097	132	92	40	mo	scale+nzv+pca	glm	0.18576700215698294	0.00533087201663728	0.07301282090590172	iter_17
clr457	159	111	48	panel	scale+nzv	glm	0.12021939253844295	0.002605896031765792	0.05104797774413588	iter_17
clr457	159	111	48	panel	scale+nzv+pca	glm	0.12053038677593446	0.002183554315814649	0.046728517158311896	iter_17
clr457	159	111	48	mo	scale+nzv	glm	0.11755189741034153	0.03300563382018747	0.1816745271637922	iter_17
clr457	159	111	48	mo	scale+nzv+pca	glm	0.11545589114214132	0.07509254943964942	0.27403019804329853	iter_17
hdm201	137	96	41	panel	scale+nzv	glm	0.21483005879553493	NA	NA	iter_17
hdm201	137	96	41	panel	scale+nzv+pca	glm	0.20725071506151882	0.0850907312314548	0.2917031560190167	iter_17
hdm201	137	96	41	mo	scale+nzv	glm	0.2063817355227512	0.07592562975814456	0.27554605741716676	iter_17
hdm201	137	96	41	mo	scale+nzv+pca	glm	0.2068277287745541	0.06768872308912345	0.26017056537802935	iter_17
lee011	172	120	52	panel	scale+nzv	glm	0.18035477219212054	0.03817826406182636	0.19539258957756397	iter_17
lee011	172	120	52	panel	scale+nzv+pca	glm	0.18289196123548015	0.0871691149169493	-0.2952441615289781	iter_17
lee011	172	120	52	mo	scale+nzv	glm	0.17980694594156812	0.04145327155168401	0.2036007651058414	iter_17
lee011	172	120	52	mo	scale+nzv+pca	glm	0.1825400150852422	0.0011016229951593976	0.03319070645767272	iter_17
ljm716	38	27	11	panel	scale+nzv	glm	0.27012495502172923	NA	NA	iter_17
ljm716	38	27	11	panel	scale+nzv+pca	glm	0.2673760166156944	NA	NA	iter_17
ljm716	38	27	11	mo	scale+nzv	glm	0.26894336661157414	NA	NA	iter_17
ljm716	38	27	11	mo	scale+nzv+pca	glm	0.2673760166156944	NA	NA	iter_17
lka136	115	80	35	panel	scale+nzv	glm	0.18002444552301305	NA	NA	iter_17
lka136	115	80	35	panel	scale+nzv+pca	glm	0.18002444552301305	NA	NA	iter_17
lka136	115	80	35	mo	scale+nzv	glm	0.18002444552301305	NA	NA	iter_17
lka136	115	80	35	mo	scale+nzv+pca	glm	0.1754988719762771	0.11313289135616555	0.33635233216995175	iter_17
llm871	63	44	19	panel	scale+nzv	glm	0.2815712571022399	0.014296550341206658	-0.11956818281301534	iter_17
llm871	63	44	19	panel	scale+nzv+pca	glm	0.28081631273864727	0.0408515324224011	-0.20211762026701457	iter_17
llm871	63	44	19	mo	scale+nzv	glm	0.30049502108719434	0.10872867370720982	-0.3297403125297388	iter_17
llm871	63	44	19	mo	scale+nzv+pca	glm	0.3013845012388982	0.05160721377036035	-0.22717221170372126	iter_17
bgj398	63	44	19	panel	scale+nzv	glm	0.25470311862414347	NA	NA	iter_18
bgj398	63	44	19	panel	scale+nzv+pca	glm	0.25470311862414347	NA	NA	iter_18
bgj398	63	44	19	mo	scale+nzv	glm	0.25470311862414347	NA	NA	iter_18
bgj398	63	44	19	mo	scale+nzv+pca	glm	0.25412324910240186	0.004807862536005726	0.06933875205111299	iter_18
binimetinib	173	121	52	panel	scale+nzv	glm	0.11758799313559484	NA	NA	iter_18
binimetinib	173	121	52	panel	scale+nzv+pca	glm	0.11470685312791029	0.12757063713549227	0.35717031950526384	iter_18
binimetinib	173	121	52	mo	scale+nzv	glm	0.11146816185899776	0.12226222308581518	0.3496601537004398	iter_18
binimetinib	173	121	52	mo	scale+nzv+pca	glm	0.10962795946540958	0.1385872729486277	0.3722731160702149	iter_18
bkm120	170	119	51	panel	scale+nzv	glm	0.18095708590049492	0.0454446214106492	-0.21317744113918152	iter_18
bkm120	170	119	51	panel	scale+nzv+pca	glm	0.17168585749364437	NA	NA	iter_18
bkm120	170	119	51	mo	scale+nzv	glm	0.17333097575970743	0.011979886108191708	0.10945266606251174	iter_18
bkm120	170	119	51	mo	scale+nzv+pca	glm	0.16250078538078738	0.09919683579849678	0.31495529174550596	iter_18
byl719	141	99	42	panel	scale+nzv	glm	0.1881776531471325	0.06759253282244115	0.2599856396465796	iter_18
byl719	141	99	42	panel	scale+nzv+pca	glm	0.1877952832972977	0.023905528772112505	0.15461412863031795	iter_18
byl719	141	99	42	mo	scale+nzv	glm	0.17329755261511814	0.2522034625589086	0.5021986285912264	iter_18
byl719	141	99	42	mo	scale+nzv+pca	glm	0.18057015615739813	0.13884272943346718	0.3726160616955034	iter_18
byl719-ljm716	134	94	40	panel	scale+nzv	glm	0.1888800529473543	0.019640414916444825	0.1401442646576906	iter_18
byl719-ljm716	134	94	40	panel	scale+nzv+pca	glm	0.19302209785042929	0.03716188536984361	-0.19277418232181304	iter_18
byl719-ljm716	134	94	40	mo	scale+nzv	glm	0.19102078964558314	0.05498439354640521	0.23448751255963549	iter_18
byl719-ljm716	134	94	40	mo	scale+nzv+pca	glm	0.18318054937529954	0.0894228803061077	0.29903658690218443	iter_18
cgm097	132	92	40	panel	scale+nzv	glm	0.1755098444596977	3.664325301830399e-4	-0.019142427489298213	iter_18
cgm097	132	92	40	panel	scale+nzv+pca	glm	0.17036435129666938	5.381266973445585e-6	-0.0023197558003905465	iter_18
cgm097	132	92	40	mo	scale+nzv	glm	0.17341767872119657	0.0020703016562155585	0.04550056764717951	iter_18
cgm097	132	92	40	mo	scale+nzv+pca	glm	0.1723808560239189	0.0010098020019232124	0.03177738192367666	iter_18
clr457	159	111	48	panel	scale+nzv	glm	0.09942898869047326	8.677247239272434e-6	-0.0029457167615492895	iter_18
clr457	159	111	48	panel	scale+nzv+pca	glm	0.09848748689167504	0.004858412550911888	0.0697023138131862	iter_18
clr457	159	111	48	mo	scale+nzv	glm	0.09469572915330446	0.07138918417160299	0.26718754494100766	iter_18
clr457	159	111	48	mo	scale+nzv+pca	glm	0.09407410430309118	0.0738339135307969	0.2717239656909138	iter_18
hdm201	137	96	41	panel	scale+nzv	glm	0.16391474617927496	NA	NA	iter_18
hdm201	137	96	41	panel	scale+nzv+pca	glm	0.16437771133217885	0.025665258311706518	-0.1602038024258679	iter_18
hdm201	137	96	41	mo	scale+nzv	glm	0.15012954666189463	0.19163291703117166	0.4377589713885618	iter_18
hdm201	137	96	41	mo	scale+nzv+pca	glm	0.15730434813630056	0.10115405335368727	0.31804725019041946	iter_18
lee011	172	120	52	panel	scale+nzv	glm	0.18850775827263988	0.033897263586094455	0.18411209516513155	iter_18
lee011	172	120	52	panel	scale+nzv+pca	glm	0.1891383397904466	0.028014128804008408	0.16737421785928802	iter_18
lee011	172	120	52	mo	scale+nzv	glm	0.1852836893482438	0.0923688681158964	0.30392247056757155	iter_18
lee011	172	120	52	mo	scale+nzv+pca	glm	0.18767136525453748	0.027580011898893343	0.16607230924778923	iter_18
ljm716	38	27	11	panel	scale+nzv	glm	0.15028197153892622	NA	NA	iter_18
ljm716	38	27	11	panel	scale+nzv+pca	glm	0.15719336452843552	NA	NA	iter_18
ljm716	38	27	11	mo	scale+nzv	glm	0.18512990663765835	0.17370858256217184	-0.41678361599536495	iter_18
ljm716	38	27	11	mo	scale+nzv+pca	glm	0.20469364156560277	0.21257792283169735	-0.4610617342956335	iter_18
lka136	115	80	35	panel	scale+nzv	glm	0.1980563158976676	0.028003492331720715	-0.1673424403184103	iter_18
lka136	115	80	35	panel	scale+nzv+pca	glm	0.19391137014723847	0.14336616960700985	-0.3786372533269935	iter_18
lka136	115	80	35	mo	scale+nzv	glm	0.2172054252741886	0.08673968567545819	-0.29451601938682076	iter_18
lka136	115	80	35	mo	scale+nzv+pca	glm	0.20403854783447814	0.1259865013418226	-0.35494577239604164	iter_18
llm871	63	44	19	panel	scale+nzv	glm	0.29848150356117364	0.011523619078515556	-0.10734812098269608	iter_18
llm871	63	44	19	panel	scale+nzv+pca	glm	0.30944845549323374	0.05721618116061502	-0.23919904088565033	iter_18
llm871	63	44	19	mo	scale+nzv	glm	0.28012303130969274	0.020582807572705773	0.14346709578403605	iter_18
llm871	63	44	19	mo	scale+nzv+pca	glm	0.28057942746054726	0.010838662342609957	0.10410889655841117	iter_18
bgj398	63	44	19	panel	scale+nzv	glm	0.2549124308402484	NA	NA	iter_19
bgj398	63	44	19	panel	scale+nzv+pca	glm	0.2549124308402484	NA	NA	iter_19
bgj398	63	44	19	mo	scale+nzv	glm	0.2549124308402484	NA	NA	iter_19
bgj398	63	44	19	mo	scale+nzv+pca	glm	0.2571460530624607	0.0023238670876231994	-0.04820650461943076	iter_19
binimetinib	173	121	52	panel	scale+nzv	glm	0.13957378136845072	0.002332790572606313	0.04829897071994716	iter_19
binimetinib	173	121	52	panel	scale+nzv+pca	glm	0.13471368537617895	0.06201498195586982	0.2490280746339051	iter_19
binimetinib	173	121	52	mo	scale+nzv	glm	0.13135298616680305	0.09094063009893093	0.30156364187171325	iter_19
binimetinib	173	121	52	mo	scale+nzv+pca	glm	0.13250053187685623	0.08475779137322907	0.2911319140410908	iter_19
bkm120	170	119	51	panel	scale+nzv	glm	0.1928359183571586	0.006792776614957699	0.08241830266972075	iter_19
bkm120	170	119	51	panel	scale+nzv+pca	glm	0.19359663942337263	NA	NA	iter_19
bkm120	170	119	51	mo	scale+nzv	glm	0.1904430057094162	0.040196835703987924	0.20049148536530903	iter_19
bkm120	170	119	51	mo	scale+nzv+pca	glm	0.1917904243571474	0.013017697545792208	0.11409512498696957	iter_19
byl719	141	99	42	panel	scale+nzv	glm	0.19437601329732326	0.018454446858490476	-0.13584714519816188	iter_19
byl719	141	99	42	panel	scale+nzv+pca	glm	0.1936439552775691	NA	NA	iter_19
byl719	141	99	42	mo	scale+nzv	glm	0.18225604971844517	0.12062789129974238	0.3473152621174923	iter_19
byl719	141	99	42	mo	scale+nzv+pca	glm	0.18211205153865279	0.2926659903617091	0.5409861276980299	iter_19
byl719-ljm716	134	94	40	panel	scale+nzv	glm	0.16297372910605715	0.13053515430012377	0.36129649084944593	iter_19
byl719-ljm716	134	94	40	panel	scale+nzv+pca	glm	0.17331696267641072	0.03390309814615405	-0.18412793961306917	iter_19
byl719-ljm716	134	94	40	mo	scale+nzv	glm	0.1623822145182842	0.048256988552436375	0.21967473353218475	iter_19
byl719-ljm716	134	94	40	mo	scale+nzv+pca	glm	0.16874007500551413	0.0036899052333220416	0.06074459015683653	iter_19
cgm097	132	92	40	panel	scale+nzv	glm	0.17944524722840602	0.0024090601037755977	0.049082177048044615	iter_19
cgm097	132	92	40	panel	scale+nzv+pca	glm	0.17637760207748743	0.027238608873918466	0.16504123385965844	iter_19
cgm097	132	92	40	mo	scale+nzv	glm	0.17558571683819263	0.03566727599850224	0.1888578195323197	iter_19
cgm097	132	92	40	mo	scale+nzv+pca	glm	0.1757056821249588	0.08006211280490261	0.2829524921341083	iter_19
clr457	159	111	48	panel	scale+nzv	glm	0.12074934436035974	0.004243593327781683	-0.06514286858729575	iter_19
clr457	159	111	48	panel	scale+nzv+pca	glm	0.11988198572886676	1.6678821465920403e-4	-0.012914651162892633	iter_19
clr457	159	111	48	mo	scale+nzv	glm	0.12413132956272313	0.002357589820372594	-0.048555018488026486	iter_19
clr457	159	111	48	mo	scale+nzv+pca	glm	0.12640320790378493	2.218972101024803e-4	0.014896214623268567	iter_19
hdm201	137	96	41	panel	scale+nzv	glm	0.1648092851924742	4.1789229674231437e-4	-0.020442414161304785	iter_19
hdm201	137	96	41	panel	scale+nzv+pca	glm	0.16490466927721614	NA	NA	iter_19
hdm201	137	96	41	mo	scale+nzv	glm	0.16675112225604957	0.006109395722582308	0.0781626235651178	iter_19
hdm201	137	96	41	mo	scale+nzv+pca	glm	0.1635651563550974	0.005583093020391247	0.07472009783445982	iter_19
lee011	172	120	52	panel	scale+nzv	glm	0.18113528997139255	NA	NA	iter_19
lee011	172	120	52	panel	scale+nzv+pca	glm	0.18113528997139255	NA	NA	iter_19
lee011	172	120	52	mo	scale+nzv	glm	0.17990085665701724	0.047688004062947806	0.21837583214025266	iter_19
lee011	172	120	52	mo	scale+nzv+pca	glm	0.18113528997139255	NA	NA	iter_19
ljm716	38	27	11	panel	scale+nzv	glm	0.11348510759061593	NA	NA	iter_19
ljm716	38	27	11	panel	scale+nzv+pca	glm	0.11478409308901792	NA	NA	iter_19
ljm716	38	27	11	mo	scale+nzv	glm	0.10778301304718435	0.1013208542414334	0.3183093687616395	iter_19
ljm716	38	27	11	mo	scale+nzv+pca	glm	0.11936786976571317	0.036266730498682474	0.19043825902029896	iter_19
lka136	115	80	35	panel	scale+nzv	glm	0.172999667245221	0.028417001668841292	-0.16857343108817976	iter_19
lka136	115	80	35	panel	scale+nzv+pca	glm	0.1706746668197268	6.106777277591687e-5	0.007814587178854483	iter_19
lka136	115	80	35	mo	scale+nzv	glm	0.1738420735048752	0.0196147651168381	-0.14005272263272178	iter_19
lka136	115	80	35	mo	scale+nzv+pca	glm	0.1697716124739251	0.06297105775175628	0.25094034699855716	iter_19
llm871	63	44	19	panel	scale+nzv	glm	0.2956181377459859	0.06127865711309263	-0.2475452627563142	iter_19
llm871	63	44	19	panel	scale+nzv+pca	glm	0.28349076573828014	0.056849432413539645	-0.23843119010217528	iter_19
llm871	63	44	19	mo	scale+nzv	glm	0.287673403070783	0.004710634966371955	-0.06863406564070028	iter_19
llm871	63	44	19	mo	scale+nzv+pca	glm	0.2778995049109198	0.029132870419639276	-0.17068353880687873	iter_19
bgj398	63	44	19	panel	scale+nzv	glm	0.2338172821238253	0.011450194680966103	0.1070055824757106	iter_20
bgj398	63	44	19	panel	scale+nzv+pca	glm	0.22667951719374366	1.9761038204484848e-4	0.014057395990895628	iter_20
bgj398	63	44	19	mo	scale+nzv	glm	0.24401812583760402	0.007235346866411997	-0.08506084214497289	iter_20
bgj398	63	44	19	mo	scale+nzv+pca	glm	0.22746969807680859	1.6176403503963794e-4	0.012718649104352157	iter_20
binimetinib	173	121	52	panel	scale+nzv	glm	0.13587681166527574	0.026605427643840177	0.1631117029640736	iter_20
binimetinib	173	121	52	panel	scale+nzv+pca	glm	0.13659316483379194	0.007489677696687457	0.0865429240128126	iter_20
binimetinib	173	121	52	mo	scale+nzv	glm	0.12611116534477024	0.15834836543468686	0.39793010119201444	iter_20
binimetinib	173	121	52	mo	scale+nzv+pca	glm	0.13142369766316137	0.0766761422768246	0.27690457250978107	iter_20
bkm120	170	119	51	panel	scale+nzv	glm	0.2167549666182213	NA	NA	iter_20
bkm120	170	119	51	panel	scale+nzv+pca	glm	0.2167549666182213	NA	NA	iter_20
bkm120	170	119	51	mo	scale+nzv	glm	0.2167549666182213	NA	NA	iter_20
bkm120	170	119	51	mo	scale+nzv+pca	glm	0.2119846568050655	0.09978334763778297	0.31588502281333786	iter_20
byl719	141	99	42	panel	scale+nzv	glm	0.21309703035215313	NA	NA	iter_20
byl719	141	99	42	panel	scale+nzv+pca	glm	0.21309703035215313	NA	NA	iter_20
byl719	141	99	42	mo	scale+nzv	glm	0.19777130031342244	0.14301628542305758	0.3781749402367343	iter_20
byl719	141	99	42	mo	scale+nzv+pca	glm	0.2081572006107853	0.03938416373041384	0.19845443741678803	iter_20
byl719-ljm716	134	94	40	panel	scale+nzv	glm	0.18695746865080967	7.147884187795709e-4	0.02673552727700673	iter_20
byl719-ljm716	134	94	40	panel	scale+nzv+pca	glm	0.17556500352924037	9.257706733989818e-5	0.009621697736880855	iter_20
byl719-ljm716	134	94	40	mo	scale+nzv	glm	0.17463564420625757	0.05474114097683943	0.23396824779623288	iter_20
byl719-ljm716	134	94	40	mo	scale+nzv+pca	glm	0.16947597245276044	0.06537115506667196	0.2556778345235894	iter_20
cgm097	132	92	40	panel	scale+nzv	glm	0.21309241917097704	0.05384740679671359	0.2320504401993532	iter_20
cgm097	132	92	40	panel	scale+nzv+pca	glm	0.21600377610347493	NA	NA	iter_20
cgm097	132	92	40	mo	scale+nzv	glm	0.21600377610347493	NA	NA	iter_20
cgm097	132	92	40	mo	scale+nzv+pca	glm	0.2099445542382006	0.10062263761933973	0.31721071485581903	iter_20
clr457	159	111	48	panel	scale+nzv	glm	0.11302032082811808	0.11353095535227346	-0.33694354920709413	iter_20
clr457	159	111	48	panel	scale+nzv+pca	glm	0.11239232772324637	0.007734314883325782	-0.08794495371154494	iter_20
clr457	159	111	48	mo	scale+nzv	glm	0.11091148705963176	0.01915815748088538	-0.13841299606931923	iter_20
clr457	159	111	48	mo	scale+nzv+pca	glm	0.10589819791249039	0.15672848078067314	0.39588948051277284	iter_20
hdm201	137	96	41	panel	scale+nzv	glm	0.1950121067610179	NA	NA	iter_20
hdm201	137	96	41	panel	scale+nzv+pca	glm	0.1950121067610179	NA	NA	iter_20
hdm201	137	96	41	mo	scale+nzv	glm	0.1950121067610179	NA	NA	iter_20
hdm201	137	96	41	mo	scale+nzv+pca	glm	0.1935348541155423	0.07996521491615452	0.28278121386710703	iter_20
lee011	172	120	52	panel	scale+nzv	glm	0.1926164330205648	0.002041339026122835	0.04518117999923015	iter_20
lee011	172	120	52	panel	scale+nzv+pca	glm	0.1904055842871297	0.0019607852210942233	-0.044280754522639104	iter_20
lee011	172	120	52	mo	scale+nzv	glm	0.1903338933448718	0.020688853816991138	0.14383620481989623	iter_20
lee011	172	120	52	mo	scale+nzv+pca	glm	0.19009858085729975	4.2998665235158896e-6	-0.002073611951044816	iter_20
ljm716	38	27	11	panel	scale+nzv	glm	0.0781645788798648	NA	NA	iter_20
ljm716	38	27	11	panel	scale+nzv+pca	glm	0.08170774149989148	0.18275155337814952	-0.4274945068397365	iter_20
ljm716	38	27	11	mo	scale+nzv	glm	0.10612522638320128	0.28648383298438035	0.5352418453226357	iter_20
ljm716	38	27	11	mo	scale+nzv+pca	glm	0.11454218835408152	0.01740201293752993	-0.13191668938208664	iter_20
lka136	115	80	35	panel	scale+nzv	glm	0.17649655866836092	NA	NA	iter_20
lka136	115	80	35	panel	scale+nzv+pca	glm	0.17649655866836092	NA	NA	iter_20
lka136	115	80	35	mo	scale+nzv	glm	0.17649655866836092	NA	NA	iter_20
lka136	115	80	35	mo	scale+nzv+pca	glm	0.17649655866836092	NA	NA	iter_20
llm871	63	44	19	panel	scale+nzv	glm	0.2600090144522644	0.0014898984024724455	-0.03859920209631859	iter_20
llm871	63	44	19	panel	scale+nzv+pca	glm	0.2542000986513949	NA	NA	iter_20
llm871	63	44	19	mo	scale+nzv	glm	0.25892661743883655	0.012029218237734424	0.10967779281939632	iter_20
llm871	63	44	19	mo	scale+nzv+pca	glm	0.25352433036142885	0.006110603552614391	0.07817034957459504	iter_20
bgj398	63	44	19	panel	scale+nzv	glm	0.1540216195372454	0.19037870670209925	0.436324084485488	iter_21
bgj398	63	44	19	panel	scale+nzv+pca	glm	0.16581232539673574	0.07688822280718909	0.2772872568424108	iter_21
bgj398	63	44	19	mo	scale+nzv	glm	0.16698114605019884	NA	NA	iter_21
bgj398	63	44	19	mo	scale+nzv+pca	glm	0.17097800675896152	0.005581329175307925	0.07470829388567192	iter_21
binimetinib	173	121	52	panel	scale+nzv	glm	0.12868823602824928	0.07777183013440425	0.27887601211722074	iter_21
binimetinib	173	121	52	panel	scale+nzv+pca	glm	0.12959526434566584	0.0736737246801169	0.27142904170356735	iter_21
binimetinib	173	121	52	mo	scale+nzv	glm	0.11582190386868572	0.26859707311070224	0.5182635170554669	iter_21
binimetinib	173	121	52	mo	scale+nzv+pca	glm	0.1254555127826033	0.15088232238162333	0.3884357377760488	iter_21
bkm120	170	119	51	panel	scale+nzv	glm	0.2468511249263812	0.017357133275152925	0.13174647348279545	iter_21
bkm120	170	119	51	panel	scale+nzv+pca	glm	0.24775840894563267	NA	NA	iter_21
bkm120	170	119	51	mo	scale+nzv	glm	0.2399900400441096	0.0393648351871473	0.19840573375572415	iter_21
bkm120	170	119	51	mo	scale+nzv+pca	glm	0.24725730378248173	0.005269178434531472	0.0725891068586153	iter_21
byl719	141	99	42	panel	scale+nzv	glm	0.17577849466598047	0.01445247987292352	0.12021846727072975	iter_21
byl719	141	99	42	panel	scale+nzv+pca	glm	0.17439133118580094	0.0024609592203176595	0.0496080560022025	iter_21
byl719	141	99	42	mo	scale+nzv	glm	0.16574971133340508	0.09670494430482397	0.3109741859139179	iter_21
byl719	141	99	42	mo	scale+nzv+pca	glm	0.16350974618345723	0.11949885799724554	0.34568606856112316	iter_21
byl719-ljm716	134	94	40	panel	scale+nzv	glm	0.14006714620371064	NA	NA	iter_21
byl719-ljm716	134	94	40	panel	scale+nzv+pca	glm	0.13873519656294506	0.01956440256987071	0.13987280854358616	iter_21
byl719-ljm716	134	94	40	mo	scale+nzv	glm	0.11758435122687397	0.3153299528961987	0.5615424764843695	iter_21
byl719-ljm716	134	94	40	mo	scale+nzv+pca	glm	0.1159415935760636	0.44788855371637937	0.6692447636824508	iter_21
cgm097	132	92	40	panel	scale+nzv	glm	0.18031585366208405	0.017903121751188827	0.13380254762592836	iter_21
cgm097	132	92	40	panel	scale+nzv+pca	glm	0.17845035761537759	0.025831750231448646	0.1607225878072172	iter_21
cgm097	132	92	40	mo	scale+nzv	glm	0.17999676539675252	0.008625043692701855	0.09287111333833495	iter_21
cgm097	132	92	40	mo	scale+nzv+pca	glm	0.18228196243957423	0.0016381154369996206	0.040473638791188774	iter_21
clr457	159	111	48	panel	scale+nzv	glm	0.103374757936325	NA	NA	iter_21
clr457	159	111	48	panel	scale+nzv+pca	glm	0.103374757936325	NA	NA	iter_21
clr457	159	111	48	mo	scale+nzv	glm	0.103374757936325	NA	NA	iter_21
clr457	159	111	48	mo	scale+nzv+pca	glm	0.10203876385446704	0.03451667655589959	0.18578664256587338	iter_21
hdm201	137	96	41	panel	scale+nzv	glm	0.21501441826319764	NA	NA	iter_21
hdm201	137	96	41	panel	scale+nzv+pca	glm	0.21501441826319764	NA	NA	iter_21
hdm201	137	96	41	mo	scale+nzv	glm	0.21501441826319764	NA	NA	iter_21
hdm201	137	96	41	mo	scale+nzv+pca	glm	0.20277206817132426	0.16184107444977103	0.40229476065413905	iter_21
lee011	172	120	52	panel	scale+nzv	glm	0.13077910327427766	NA	NA	iter_21
lee011	172	120	52	panel	scale+nzv+pca	glm	0.1319252118291858	0.007964925624640037	-0.08924643199949249	iter_21
lee011	172	120	52	mo	scale+nzv	glm	0.13077910327427766	NA	NA	iter_21
lee011	172	120	52	mo	scale+nzv+pca	glm	0.13007923846143665	0.00502982988920559	0.07092129362332296	iter_21
ljm716	38	27	11	panel	scale+nzv	glm	0.15312406946357254	NA	NA	iter_21
ljm716	38	27	11	panel	scale+nzv+pca	glm	0.16746233057602458	NA	NA	iter_21
ljm716	38	27	11	mo	scale+nzv	glm	0.16376968876370654	0.005424558861190981	-0.07365160460703474	iter_21
ljm716	38	27	11	mo	scale+nzv+pca	glm	0.19326115938488514	0.06381355442549153	-0.252613448623567	iter_21
lka136	115	80	35	panel	scale+nzv	glm	0.21338298088329458	1.1783070513192787e-4	0.01085498526631556	iter_21
lka136	115	80	35	panel	scale+nzv+pca	glm	0.2116075124977032	NA	NA	iter_21
lka136	115	80	35	mo	scale+nzv	glm	0.2116075124977032	NA	NA	iter_21
lka136	115	80	35	mo	scale+nzv+pca	glm	0.21377919447928004	0.0017847452108430604	-0.042246244931864185	iter_21
llm871	63	44	19	panel	scale+nzv	glm	0.3158509430015989	0.19064216371313303	-0.43662588529899715	iter_21
llm871	63	44	19	panel	scale+nzv+pca	glm	0.3002911720544389	9.428543209617254e-4	-0.030705932992855393	iter_21
llm871	63	44	19	mo	scale+nzv	glm	0.30337251775512875	0.14948002168469104	-0.386626462732042	iter_21
llm871	63	44	19	mo	scale+nzv+pca	glm	0.2982948538228707	NA	NA	iter_21
bgj398	63	44	19	panel	scale+nzv	glm	0.23233045670207603	0.07596623749485791	0.2756197335004479	iter_22
bgj398	63	44	19	panel	scale+nzv+pca	glm	0.23217564006040123	0.09102509724016777	0.3017036579827427	iter_22
bgj398	63	44	19	mo	scale+nzv	glm	0.24192505084045093	NA	NA	iter_22
bgj398	63	44	19	mo	scale+nzv+pca	glm	0.23395346768556585	0.09589643948919438	0.3096715025461568	iter_22
binimetinib	173	121	52	panel	scale+nzv	glm	0.10356903030013585	NA	NA	iter_22
binimetinib	173	121	52	panel	scale+nzv+pca	glm	0.10262212864185997	0.039499127988184626	0.19874387534760568	iter_22
binimetinib	173	121	52	mo	scale+nzv	glm	0.09407885390629678	0.19410043404899724	0.44056830803973773	iter_22
